compound,solvent,MW,Emi,set,Emi_eV
N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,C1CCOC1,458.15315,503.0,train,2.464811133200795
O=C1C=Cc2cc3ccccc3c(=O)n21,CC#N,197.04768,410.0,train,3.0239024390243903
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,CCCCCC,419.23443,641.0,train,1.9341653666146643
CC(=O)c1ccc(NC(=O)c2ccc(N(C)C)cc2)cc1,C1CCOC1,282.13683,468.0,train,2.649145299145299
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,CCCCCC,444.18378,441.0,train,2.811337868480725
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CN(C)C=O,471.26422,585.0,train,2.1193162393162392
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CN(C)C=O,297.02821,479.0,train,2.5883089770354903
O=C1C=Cc2cc3ccccc3c(=O)n21,CS(C)=O,197.04768,420.0,train,2.951904761904762
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3oc4cc(N)ccc4c3oc-2c1,CCO,375.13149,706.0,train,1.7560906515580736
CCOC(=O)COc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1,CO,452.20999,344.0,train,3.60406976744186
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,ClC(Cl)Cl,390.13511,623.0,train,1.9900481540930977
Cc1ccc(C#Cc2ccc3ccc4cccc5ccc2c3c45)cc1,CCOC(C)=O,316.1252,391.0,train,3.170843989769821
COc1cc2c3cc(OC)c(OC)cc3c3cc4c(C)cc(=O)oc4cc3c2cc1OC,ClC(Cl)Cl,430.14164,491.0,train,2.525050916496945
Nc1ccc2c(c1)Cc1ccccc1-2,C1COCCO1,181.08915,363.0,train,3.415426997245179
CN(C)c1cccc2c1-c1ccccc1C2=O,c1ccccc1,223.09971,575.0,train,2.156173913043478
N#Cc1coc2ccccc2c1=O,C1COCCO1,171.03203,402.0,train,3.08407960199005
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,Clc1ccccc1,227.13101,430.0,train,2.8832558139534883
O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,NC=O,453.9145,518.9952252439277,train,2.38884664
O=c1oc2ccccc2cc1-c1ccc(-c2ccc(-c3cc4ccccc4oc3=O)cc2)cc1,ClCCl,442.12051,430.0,train,2.8832558139534883
CC1(C)c2ccccc2-n2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc3cccc1c32,ClCCl,475.20485,415.686,train,2.982539705450749
N#Cc1cc(-n2c3ccccc3c3ncccc32)c(-n2c3ccccc3c3ncccc32)cc1C#N,ClCCl,460.14364,476.5116279069768,train,2.6018252806246944
COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,C1CCOC1,395.15043,618.0,train,2.006148867313916
CB1C=Cc2ccc3ccccc3c2N1,C1CCCCC1,193.10628,373.0,train,3.323860589812332
CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)cc5ccc(c2)c3c45)cc1,CCO,466.26605,412.713567839,train,3.0040204553770504
c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,CC#N,321.1266,478.0114722753346,train,2.5936616
CC1(C)OB(c2cc3ccc4cccc5ccc(c2)c3c45)OC1(C)C,Cc1ccccc1,328.16346,386.0,train,3.211917098445596
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC(C)O,384.12224,576.036866359447,train,2.1522928
Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,CS(C)=O,242.08038,439.0008341015848,train,2.8241404199999995
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,CCCCO,240.04226,440.0,train,2.8177272727272724
N#Cc1c(N2CCCCC2)cc(-c2ccc(-c3ccccc3)s2)c2c1CCc1ccccc1-2,C1CCOC1,446.18167,515.0,train,2.407378640776699
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CS(C)=O,227.13101,464.0,train,2.6719827586206897
CCOC(=O)c1ccc(NC(=O)COc2cc3c4c([nH]c3c(C)c2C)C(=O)CCC4)cc1,O,434.18417,468.8552188552188,train,2.644313105924596
COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,ClCCl,279.08954,591.0,train,2.0978003384094754
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(C)nn(-c4ccccc4)c3nc12,C1CCCCC1,398.17428,418.793,train,2.9604124233213067
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,ClCCl,329.07218,472.0,train,2.6266949152542374
CCCCC1(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,Cc1ccccc1,340.19395,509.0,train,2.4357563850687622
Cc1cc2ccc(-c3cccc4cccc(-c5ccc6cc(C)c(=O)oc6c5)c34)cc2oc1=O,c1ccccc1,444.13616,398.0,train,3.115075376884422
COC(=O)c1ccc2cc(C#N)c3ccc4ccccc4c3c2c1,ClC(Cl)Cl,311.09463,422.0,train,2.937914691943128
N#Cc1ccc2[nH]ccc2c1,C1COCCO1,142.0531,348.0,train,3.5626436781609194
COc1ccc2c(CC(=O)NN)coc2c1,CO,220.08479,378.0,train,3.27989417989418
N#Cc1cccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)c1,Cc1ccccc1,434.1783,433.0,train,2.8632794457274824
CC(C)(C)NC(=O)c1cc2ccccc2c2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,427.19361,419.0,train,2.958949880668257
CN(C)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,C1CCCCC1,313.1579,482.0,train,2.572199170124481
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(OC)c3)sc12,ClCCl,329.07218,464.0,train,2.6719827586206897
Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,ClCCl,335.14225,450.0,train,2.755111111111111
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CCCCO,297.02821,471.0,train,2.632271762208068
Oc1cccc(C2=[N+]3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)C=C2)c1,ClC(Cl)Cl,360.12455,553.0,train,2.2419529837251355
N#Cc1c(N2CCCCC2)cc(-c2ccc3ccc4cccc5ccc2c3c45)c2c1Cc1ccccc1-2,C1CCOC1,474.2096,481.0,train,2.577546777546777
Cn1nc(-c2ccccc2)cc1-c1ccccc1,ClCCl,234.1157,338.0,train,3.6680473372781055
O=S(=O)([O-])c1ccc(O)c2ccccc12,CC#N,223.00705,358.0,train,3.4631284916201115
CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,396.10277,462.0,train,2.6835497835497835
Cn1c(=O)nc2n(C)c3ccccc3nc-2c1=O,CC#N,242.08038,529.0,train,2.343667296786389
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CS(C)=O,271.08201,490.0039200313602,train,2.53018384
CCn1c2ccccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,360.16265,373.0,train,3.323860589812332
C=C(C)C(CN1C(=O)c2cccc3c2c(cc2nc(C)oc23)C1=O)OO,CCO,352.10592,412.0,train,3.009223300970873
Cc1cc(=O)oc2cc3cc(O)ccc3cc12,CCO,226.06299,466.0,train,2.6605150214592275
O=C([O-])c1cc2c(ccc3ccccc32)oc1=O,O,239.03498,428.0,train,2.8967289719626166
COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,CCO,231.08954,354.0,train,3.5022598870056494
CN(C)c1ccc(C#Cc2ccc3c(N(C)C)cc(-c4ccccc4)cc3c2)cc1,ClCCl,390.2096,444.0,train,2.792342342342342
Cc1cc2c(ccc3c(C)[n+](C)c(C)cc32)c(C)[n+]1C,CC#N,266.1772,424.0,train,2.9240566037735847
Nc1cccc2c1C(=O)c1ccccc1C2=O,ClC(Cl)(Cl)Cl,223.06333,532.0280910832092,train,2.33032808
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,NC=O,458.2152,458.0,train,2.7069868995633186
Cc1cc2ccc(-c3cccc4cccc(-c5ccc6cc(C)c(=O)oc6c5)c34)cc2oc1=O,CCO,444.13616,442.0,train,2.8049773755656107
Cc1cccc(C)c1,C1CCCCC1,106.07825,291.5451895043732,train,4.252514
Cc1cc2ccccc2c2c1c1ccccc1n2-c1ccc(N(c2ccccc2)c2ccccc2)cc1,CS(C)=O,474.2096,428.0,train,2.8967289719626166
F[B-]1(F)n2cccc2C(c2c3ccccc3cc3ccccc23)=C2C=CC=[N+]21,ClCCl,368.12964,520.0,train,2.384230769230769
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CC#N,373.13795,449.0,train,2.7612472160356347
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,285.09766,501.0,train,2.4746506986027943
CN(C)CCCN1c2ccccc2Sc2ccccc21,CC#N,284.13472,444.0,train,2.792342342342342
Cc1ccc(-n2c(-c3ccccc3O)nc(-c3ccccc3O)c2-c2ccccc2O)cc1,ClC(Cl)Cl,434.16304,445.0,train,2.786067415730337
c1ccc2c(c1)Cc1cc3c(cc1-2)Cc1ccccc1-3,ClCCl,254.10955,356.0,train,3.482584269662921
N#Cc1ccc2cc[nH]c2c1,CO,142.0531,367.0,train,3.378201634877384
[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,C1CCOC1,194.0844,396.0,train,3.1308080808080807
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,ClC(Cl)Cl,350.03604,526.0,train,2.357034220532319
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCOCC,285.00305,587.0,train,2.112095400340716
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCO,285.09766,507.0,train,2.4453648915187376
CCN(CC)c1ccc2ccc(=O)oc2c1,ClC(Cl)Cl,217.11028,432.0,train,2.869907407407408
CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,CCCCCCO,347.16338,480.4,train,2.5807660283097418
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)=O,318.13683,614.0,train,2.019218241042345
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,CS(C)=O,431.29366,631.0,train,1.9648177496038035
O=C(c1ccccc1)c1ccc(-n2c3ccccc3c3c2c2ccccc2n3-c2ccccc2)cc1,Cc1ccccc1,462.17321,520.0,train,2.384230769230769
CCN(CC)c1ccc(-c2nc3cc(C(NC(=O)OC(C)(C)C)C(=O)OC)ccc3o2)c(O)c1,CC#N,469.22129,394.0,train,3.146700507614213
COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCCCOCCCC,336.07779,429.0,train,2.88997668997669
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCO,320.06603,410.0,train,3.0239024390243903
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCCCC1,290.11676,478.0,train,2.5937238493723846
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,CCCCCC,206.08269,515.0,train,2.407378640776699
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,Cc1ccccc1,384.12224,521.9206680584551,train,2.3754568
CC[n+]1c(C=C2C(=O)C(C=C3N(C)c4ccc(Cl)cc4C3(C)C)=C2[O-])sc2ccccc21,CO,462.11688,653.0,train,1.898621745788668
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,285.09766,433.0,train,2.8632794457274824
CCC1(CC)c2ccccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,C1CCCCC1,446.20345,407.0,train,3.0461916461916463
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,285.09766,512.0,train,2.421484375
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,ClC(Cl)Cl,334.09536,454.0,train,2.730837004405286
N#Cc1ccc(-n2c3ccccc3c3c2c2ccccc2n3-c2ccccc2)cc1,Cc1ccccc1,383.14225,460.0,train,2.695217391304348
CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,ClCCl,234.11399,500.0,train,2.4796
CC1(C)c2ccccc2-n2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc3cccc1c32,CC(=O)O,475.20485,403.2679999999999,train,3.0743822966364807
Cc1cccc(C)c1N1C(c2ccccc2)=Cc2ccc3ccccc3[n+]2[B-]1(F)F,ClCCl,398.17659,468.0,train,2.649145299145299
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,Cc1ccccc1,377.08744,447.5,train,2.7705027932960893
O=S(=O)([O-])c1ccc(O)c2ccccc12,CCOC(C)=O,223.00705,354.0,train,3.5022598870056494
Nc1ccc2c(c1)C(=O)NC2=O,CN(C)C=O,162.04293,470.0,train,2.637872340425532
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,ClCCl,214.04908,434.4992396,train,2.853399700172916
N#Cc1cnc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)nc1,ClCCl,357.1266,504.0,train,2.4599206349206346
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,CC#N,214.11061,480.0,train,2.5829166666666667
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCCCO,285.09766,499.0,train,2.484569138276553
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CC#N,454.18102,582.0,train,2.1302405498281787
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,ClC(Cl)Cl,284.0078,469.0,train,2.6434968017057567
COc1cc2cc(OC)c(-c3ccc([N+](=O)[O-])cc3)cc2cc1-c1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,430.11649,544.0,train,2.2790441176470586
COc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],CC#N,208.05964,510.0,train,2.4309803921568625
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,ClCCl,390.13511,638.0,train,1.9432601880877745
COc1cc(C=O)cc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CO,336.07462,490.0,train,2.530204081632653
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(c(C)nn3-c3ccccc3)c12,CCOC(C)=O,398.17428,445.961,train,2.780063727545682
C#CCNC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCCCC1,301.15618,501.5,train,2.472183449651047
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1C1CCCCC1,C1CCOC1,444.18378,546.0,train,2.27069597069597
Nc1cc(N)cc(-c2nc3ccccc3s2)c1,C1COCCO1,241.06737,458.0,train,2.7069868995633186
[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,CCOC(C)=O,194.0844,397.0,train,3.1229219143576823
O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,CCOC(C)=O,427.99094,415.0,train,2.987469879518072
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CC#N,345.12488,498.0,train,2.489558232931727
O=P1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,C1CCCCC1,332.04247,417.0,train,2.9731414868105515
Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,CN(C)C=O,297.0736,426.0,train,2.9103286384976523
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,O,385.03435,609.0,train,2.0357963875205254
c1ccc2nc3c(nc2c1)c1c2n3CCCN2CCCC1,CO,278.15315,533.0,train,2.326078799249531
COc1ccc(-n2nc(C#N)c(N3CCCCCC3)n2)cc1,CC#N,297.15896,413.0,train,3.0019370460048425
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,ClC(Cl)Cl,362.09527,415.0,train,2.987469879518072
CC1CC=C(c2ccc(-c3ccc(C#N)s3)s2)CC1,C1CCOC1,285.06459,443.0,train,2.7986455981941307
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,285.09766,504.0,train,2.4599206349206346
COC(=O)CNC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,CO,411.20189,429.0,train,2.88997668997669
Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,CCO,291.97351,439.0,train,2.824145785876993
COc1ccc2cc(C#N)c3ccc4ccccc4c3c2c1,ClC(Cl)Cl,283.09971,415.0,train,2.987469879518072
CCc1c(C)[nH]c(C2=[N+]3C(=C(C)c4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,ClCCl,433.25008,645.0,train,1.9221705426356588
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CO,476.11438,609.5,train,2.034126333059885
Nc1ccc2c(c1)C(=O)NC2=O,CC(C)=O,162.04293,457.0,train,2.712910284463895
CC(C)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,312.16265,478.0,train,2.5937238493723846
F[B-]1(F)Oc2ccc3ccccc3c2-c2c3c(c4c([n+]21)CCc1ccccc1-4)CCc1ccccc1-3,ClCCl,473.17625,476.0,train,2.604621848739496
c1cc2ccc3cccc4ccc(c1)c2c34,CCO,202.07825,393.0,train,3.15470737913486
c1csc(-c2nc3ccccc3c3cc4ccccn4c23)c1,CN(C)C=O,300.07212,533.152,train,2.325415641318048
Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,ClC(Cl)Cl,467.14225,403.0,train,3.076426799007444
COc1ccc(C#Cc2c3ccccc3c3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1,CCCCCC,400.15585,620.0,train,1.9996774193548383
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CC(C)=O,285.00305,612.0,train,2.025816993464052
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,C1CCCCC1,305.14158,421.0,train,2.944893111638955
CC1(C)Nc2cc3nc4cc(F)c(F)cc4nc3cc2N1,CCO,286.103,496.0,train,2.4995967741935483
COc1cccc2c1-c1ccccc1C2=O,CC#N,210.06808,568.0,train,2.182746478873239
CN1c2ccccc2C(O)(c2ccccc2)c2cc([N+](=O)[O-])ccc21,CCO,332.11609,536.2,train,2.312196941439761
O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,ClCCl,438.13683,568.0,train,2.182746478873239
Cc1sc(Cl)cc1-c1nc(-c2ccc(Cl)cc2)[nH]c1-c1cc(Cl)sc1C,CC#N,437.95857,390.0,train,3.178974358974359
COc1ccc(C2=Nc3sc(-c4ccccc4)n[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,359.07113,414.0,train,2.994685990338164
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,296.12964,525.0,train,2.3615238095238094
O=c1c2ccccc2n2c3ccccc3c(=O)c3cccc1c32,Cc1ccccc1,297.07898,460.0,train,2.695217391304348
CCC1=C(C)C(=O)n2c1cc1c(CCC(=O)O)c(C)c(C)n1c2=O,CS(C)=O,328.14231,510.0,train,2.4309803921568625
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CC#N,323.08083,565.0,train,2.194336283185841
CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(C)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,438.20789,512.0,train,2.421484375
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,C1COCCOCCOCCOCCO1,309.09766,510.8,train,2.427173061863743
CCC1(CC)c2ccccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,CC#N,446.20345,408.0,train,3.0387254901960783
N#Cc1ccc(C#N)c(N)c1,O,143.04835,418.0,train,2.966028708133971
COc1ccc(C#Cc2nc3ccccc3nc2-c2csc(OC)c2)cc1,ClCCl,372.09325,508.0,train,2.440551181102362
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Cl)c3s2)cc1,CO,330.05936,629.0,train,1.9710651828298889
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,CCOC(C)=O,192.06704,507.5,train,2.4429556650246305
c1ccc2nc3cccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3cc2c1,CCCCOCCCC,420.16265,442.0,train,2.8049773755656107
CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccc(C(C)(C)C)cc2)cc1,CC#N,421.22665,529.0,train,2.343667296786389
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,ClCCl,402.2096,449.0,train,2.7612472160356347
CN(C)CCCN1c2ccccc2Sc2ccccc21,CO,284.13472,444.0,train,2.792342342342342
COC(=O)c1nc(-c2ccccc2)oc1C,CCOC(C)=O,217.07389,318.0,train,3.89874213836478
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccc4ccccc4c3)=C2)c1,CC(C)=O,382.1188,521.2056480811007,train,2.378715588682732
c1ccc2c(c1)[nH]c1ccccc12,CC#N,167.0735,340.0,train,3.646470588235294
CCC1=C(C)C2=Cc3cc4c(cc3B(O)N2C1=O)OCO4,CO,283.10159,484.0,train,2.561570247933884
C=CCNc1ccc2ccc3oc4cc(=O)ccc-4nc3c2c1,CCO,302.10553,611.0,train,2.0291325695581013
COc1ccc(-c2cc(-c3ccc(OC)cc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,CC(C)=O,451.20083,513.0,train,2.416764132553606
CC(=O)[B-]1(C(C)=O)OC(C)=CC(c2ccc3ccccc3c2)=[O+]1,ClC(Cl)(Cl)Cl,308.12199,400.0,train,3.0995
C=Cc1ccc(OC)c(OC)c1,C1CCCCC1,164.08373,331.0,train,3.745619335347432
COC(=O)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,260.08373,390.0,train,3.178974358974359
N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CO,366.08268,438.0,train,2.830593607305936
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2cc(Cl)nc[n+]21,Cc1ccccc1,348.02601,434.0,train,2.8566820276497693
CN(C)c1ccc(C(=O)c2ccccc2)cc1,CO,225.11536,480.0,train,2.5829166666666667
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,NC=O,229.03506,490.0,train,2.530204081632653
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCOC(C)=O,350.1089,492.0,train,2.519918699186992
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2ccc3ccccc3[n+]21,ClC(Cl)Cl,363.08539,434.0,train,2.8566820276497693
CCn1c2ccccc2c2ccc(-c3ccc(OC)cc3)cc21,C1CCCCC1,301.14666,383.0,train,3.237075718015665
COc1ccc(C2=C(c3ccc(OC)cc3)C(C)(C)c3cc(-c4ccccc4)ccc32)cc1,C1CCCCC1,432.20893,417.0,train,2.9731414868105515
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3cccc32)cc1,CC#N,408.01063,546.0,train,2.27069597069597
Cc1ccc(-c2cc(-c3ccccc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,CC(C)O,405.19535,518.0,train,2.3934362934362934
O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,Cc1ccccc1,427.99094,416.0,train,2.980288461538461
c1ccc2c(c1)c1ccccc1c1ncncc21,ClCCl,230.0844,368.0,train,3.3690217391304347
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CCCN(CCC)c1ccccc1,309.09766,503.0,train,2.464811133200795
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCOC1,285.09766,477.0,train,2.59916142557652
N#Cc1coc2ccccc2c1=O,O,171.03203,396.0,train,3.1308080808080807
COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CC#N,322.08412,488.0,train,2.540573770491803
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,CCCCCCCCCCO,259.08446,449.8076923076923,train,2.7562890123984607
CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)O)O3)OCO2,CO,422.1213,614.0,train,2.019218241042345
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,CO,309.11651,431.0,train,2.876566125290023
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1COCCO1,337.02171,386.0,train,3.211917098445596
CN(C)c1cc2sc3cc(N(C)C)c(F)cc3c(=O)c2cc1F,CCO,334.09514,477.0,train,2.59916142557652
COc1ccc2c(c1)CCC1=C(C#Cc3cc4ccccc4c4ccccc34)O[B-](F)(F)[O+]=C12,ClCCl,452.13953,500.0,train,2.4796
c1cc2c3cscc3c3ccsc3c2s1,ClC(Cl)Cl,245.96316,395.0,train,3.138734177215189
CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CO,342.11736,583.0,train,2.1265866209262434
COc1ccc(-c2nc(-c3cc(Cl)sc3C)c(-c3cc(Cl)sc3C)[nH]2)cc1,CC#N,434.00811,489.0,train,2.535378323108384
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,O,262.06299,475.0,train,2.6101052631578945
CCOC(=O)c1cccc(N)c1,CCCCCC,165.07898,351.45631068,train,3.527607734802732
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CCOC(C)=O,351.13716,573.0,train,2.16369982547993
COc1ccc(-c2nc3ccccc3nc2-c2ccc(OC)cc2)cc1,ClC(Cl)Cl,342.13683,430.0,train,2.8832558139534883
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,C1CCCCC1,321.13649,418.0,train,2.966028708133971
CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,ClC(Cl)Cl,382.09873,547.0,train,2.26654478976234
COc1ccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,ClC(Cl)Cl,327.13716,510.0,train,2.4309803921568625
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2cc(Cl)nc[n+]21,CC#N,348.02601,425.0,train,2.917176470588235
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1COCCO1,257.06636,465.0,train,2.6662365591397847
F[B-]1(F)n2c(Cl)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC(NCc3ccccc3)=[N+]21,CO,475.03927,531.0,train,2.334839924670433
c1ccc(-n2c3ccccc3c3ccccc32)cc1,CCO,243.1048,344.0,train,3.60406976744186
